elapsed_s,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,ACCELERATOR_PEDAL_POSITION_D,ACCELERATOR_PEDAL_POSITION_E,COMMANDED_THROTTLE_ACTUATOR,INTAKE_AIR_TEMPERATURE,TIMING_ADVANCE,CONTROL_MODULE_VOLTAGE
163,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
164,910.0,0.0,20.392156862745097,50.19607843137255,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
165,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
166,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
167,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
168,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
169,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
170,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
171,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
172,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
173,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
174,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
175,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
176,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
177,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
178,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
179,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
180,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
181,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
182,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
183,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
184,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
185,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
186,910.0,0.0,20.392156862745097,49.41176470588236,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
187,910.0,0.0,20.392156862745097,49.80392156862745,107.0,-9.375,0.0,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
188,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
189,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
190,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
191,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
192,910.0,0.0,20.392156862745097,49.01960784313726,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
193,910.0,0.0,20.392156862745097,52.549019607843135,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
194,910.0,0.0,20.392156862745097,46.27450980392157,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
195,910.0,0.0,20.392156862745097,47.84313725490196,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
196,910.0,0.0,20.392156862745097,38.8235294117647,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
197,910.0,0.0,20.392156862745097,42.74509803921568,107.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
198,910.0,0.0,20.392156862745097,50.19607843137255,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
199,910.0,0.0,20.392156862745097,49.01960784313726,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
200,910.0,0.0,20.392156862745097,47.05882352941177,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
201,910.0,0.0,20.392156862745097,35.68627450980392,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
202,910.0,0.0,20.392156862745097,43.13725490196079,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
203,910.0,0.0,20.392156862745097,31.37254901960784,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
204,910.0,0.0,20.392156862745097,38.431372549019606,106.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
205,910.0,0.0,20.392156862745097,43.13725490196079,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
206,910.0,0.0,20.392156862745097,48.62745098039216,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
207,910.0,0.0,20.392156862745097,46.66666666666666,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
208,910.0,0.0,20.392156862745097,47.05882352941177,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
209,910.0,0.0,20.392156862745097,49.01960784313726,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
210,910.0,0.0,20.392156862745097,49.41176470588236,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
211,910.0,0.0,20.392156862745097,48.62745098039216,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
212,910.0,0.0,20.392156862745097,49.01960784313726,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
213,910.0,0.0,20.392156862745097,49.01960784313726,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
214,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
215,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
216,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
217,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
218,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
219,910.0,0.0,20.392156862745097,64.70588235294117,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
220,910.0,0.0,20.392156862745097,46.66666666666666,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
221,910.0,0.0,20.392156862745097,36.47058823529412,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
222,910.0,0.0,20.392156862745097,45.490196078431374,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
223,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
224,910.0,0.0,20.392156862745097,47.84313725490196,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
225,910.0,0.0,20.392156862745097,47.84313725490196,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
226,910.0,0.0,20.392156862745097,47.84313725490196,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
227,910.0,0.0,20.392156862745097,49.01960784313726,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
228,910.0,0.0,20.392156862745097,49.01960784313726,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
229,910.0,0.0,20.392156862745097,49.41176470588236,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
230,910.0,0.0,20.392156862745097,49.41176470588236,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
231,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
232,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
233,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
234,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
235,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
236,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
237,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
238,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
239,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
240,910.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
241,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
242,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
243,910.0,0.0,20.392156862745097,49.80392156862745,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
244,910.0,0.0,20.392156862745097,51.372549019607845,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
245,910.0,0.0,20.392156862745097,51.76470588235294,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
246,910.0,0.0,20.392156862745097,38.03921568627451,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
247,910.0,0.0,20.392156862745097,46.66666666666666,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
248,910.0,0.0,20.392156862745097,46.66666666666666,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
249,910.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
250,910.0,0.0,20.392156862745097,47.45098039215687,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
251,910.0,0.0,20.392156862745097,48.23529411764706,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
252,910.0,0.0,20.392156862745097,49.01960784313726,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
253,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
254,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
255,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
256,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
257,910.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
258,910.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
259,910.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
260,910.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
261,910.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
262,910.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
263,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
264,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
265,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
266,886.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
267,1124.0,0.0,20.392156862745097,50.19607843137255,105.0,-7.03125,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,24.0,13.5
268,1238.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,-3.90625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,24.0,13.5
269,1238.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,-2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,20.5,13.5
270,861.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,-2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,11.5,13.5
271,948.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,-1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,8.0,13.5
272,904.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,0.0,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,8.0,13.5
273,904.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,6.0,13.5
274,890.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
275,888.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,-0.78125,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
276,888.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,-0.78125,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
277,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
278,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
279,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
280,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
281,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
282,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
283,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
284,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
285,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
286,893.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
287,888.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
288,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
289,886.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
290,892.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
291,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
292,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
293,883.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
294,894.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
295,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
296,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
297,891.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
298,887.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
299,892.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
300,892.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
301,943.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
302,943.0,0.0,22.352941176470587,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
303,1435.0,0.0,20.7843137254902,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
304,997.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
305,943.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
306,942.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
307,910.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
308,882.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
309,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
310,885.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
311,903.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
312,903.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
313,893.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
314,893.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
315,893.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
316,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
317,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
318,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
319,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
320,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
321,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
322,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
323,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
324,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
325,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
326,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
327,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
328,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
329,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
330,893.0,0.0,20.392156862745097,50.19607843137255,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
331,893.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
332,893.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
333,893.0,0.0,20.392156862745097,50.98039215686274,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
334,893.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
335,893.0,0.0,20.392156862745097,50.588235294117645,105.0,-9.375,2.34375,105.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.5,13.5
