timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1781983147415,2026-06-20 22:19:07.415,3055.250,75.686,,24.200,102.000,33.000,-3.125,-3.906,16.000,113.000,33.333,1.001,13.554,93.000,2723.000,,69.020,26.667,41.961,32.157,13.333,721.200,721.200,98.039
1781983150207,2026-06-20 22:19:10.207,3096.000,76.471,,22.680,101.000,33.000,0.781,-3.906,32.000,113.000,28.627,1.001,13.554,93.000,2726.000,,64.706,24.706,40.000,29.804,10.588,723.400,723.400,100.000
1781983153048,2026-06-20 22:19:13.048,3091.250,59.216,,16.090,102.000,33.000,-4.688,-3.906,29.500,114.000,36.078,1.001,13.554,93.000,2729.000,,77.647,30.980,45.882,39.608,20.000,728.600,728.600,100.000
1781983156302,2026-06-20 22:19:16.302,3119.500,89.020,,30.700,102.000,32.000,-3.125,-3.906,15.000,115.000,34.510,1.001,13.535,93.000,2732.000,,69.412,27.451,42.745,34.118,14.902,740.300,740.300,100.000
1781983159413,2026-06-20 22:19:19.413,3153.750,82.745,,26.750,102.000,32.000,1.563,-3.906,24.500,115.000,30.588,1.001,13.535,93.000,2735.000,,64.706,24.706,40.392,29.412,10.196,745.700,745.700,0.000
1781983162219,2026-06-20 22:19:22.219,3114.000,30.980,,6.390,102.000,33.000,3.906,-8.594,25.000,115.000,22.353,1.001,13.613,93.000,2738.000,,55.294,16.078,31.765,21.961,3.137,741.600,741.600,0.000
1781983165095,2026-06-20 22:19:25.095,3009.250,30.588,,6.120,102.000,33.000,-2.344,-8.594,25.000,111.000,21.961,1.001,13.613,93.000,2741.000,,55.294,18.039,33.333,21.961,3.137,729.900,729.900,41.176
1781983167918,2026-06-20 22:19:27.918,2996.750,41.961,,10.180,101.000,33.000,-0.781,-6.250,36.000,108.000,25.490,1.001,13.554,93.000,2744.000,,60.392,22.353,37.647,25.490,6.667,716.700,716.700,79.216
1781983170873,2026-06-20 22:19:30.873,2929.500,49.804,,13.350,101.000,33.000,3.906,-6.250,35.500,108.000,26.667,1.001,13.535,93.000,2746.000,,61.176,23.922,40.000,30.196,10.980,706.600,706.600,100.000
1781983173737,2026-06-20 22:19:33.737,2915.500,70.196,,19.870,101.000,33.000,-4.688,-3.906,26.000,106.000,29.020,1.001,13.535,93.000,2749.000,,65.098,25.490,40.784,29.804,10.588,704.500,704.500,100.000
1781983176556,2026-06-20 22:19:36.556,2920.250,74.510,,20.250,101.000,33.000,0.781,-3.906,27.000,106.000,29.412,1.001,13.535,93.000,2752.000,,64.314,25.098,40.392,29.412,10.588,704.100,704.100,100.000
1781983179599,2026-06-20 22:19:39.599,2931.250,70.980,,20.370,101.000,33.000,0.781,-3.906,29.500,107.000,27.843,1.001,13.554,93.000,2755.000,,59.608,21.961,36.863,24.706,5.490,702.700,702.700,68.627
1781983182736,2026-06-20 22:19:42.736,2917.750,49.804,,16.500,101.000,33.000,-2.344,-4.688,35.000,106.000,26.275,1.001,13.554,93.000,2758.000,,60.784,23.529,38.824,26.667,7.451,696.700,696.700,100.000
1781983185665,2026-06-20 22:19:45.665,2902.250,52.157,,14.680,101.000,33.000,1.563,-4.688,32.500,106.000,27.451,1.001,13.554,93.000,2761.000,,61.569,23.529,38.824,26.667,7.451,691.200,691.200,100.000
1781983188496,2026-06-20 22:19:48.496,2888.250,61.176,,18.120,101.000,33.000,3.125,-3.906,14.500,105.000,33.333,1.001,13.535,93.000,2764.000,,69.020,27.451,42.353,32.941,13.333,692.000,694.400,100.000
