timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1781984400524,2026-06-20 22:40:00.524,3408.500,81.961,,31.920,103.000,28.000,2.344,-3.906,18.000,125.000,34.510,1.001,13.593,93.000,3957.000,,70.980,28.235,43.137,34.510,15.294,767.100,767.100,100.000
1781984403409,2026-06-20 22:40:03.409,3417.750,83.922,,35.010,103.000,28.000,3.125,-3.906,14.500,126.000,41.961,1.001,13.593,93.000,3960.000,,81.569,32.941,47.843,43.137,24.314,774.600,774.600,100.000
1781984406340,2026-06-20 22:40:06.340,3442.750,94.510,,38.140,103.000,28.000,2.344,-3.906,16.500,127.000,39.608,1.001,13.593,93.000,3963.000,,73.725,29.412,45.098,40.000,21.961,784.500,784.500,100.000
1781984409180,2026-06-20 22:40:09.180,3449.000,91.765,,38.600,103.000,28.000,-1.563,-3.906,18.500,127.000,36.863,1.001,13.574,93.000,3966.000,,71.765,28.235,43.529,34.902,15.686,790.300,790.300,100.000
1781984412100,2026-06-20 22:40:12.100,3465.500,80.392,,29.170,103.000,28.000,-3.906,-3.906,28.000,126.000,32.549,1.001,13.593,93.000,3968.000,,68.627,27.059,41.961,32.941,13.725,789.400,789.400,100.000
1781984414917,2026-06-20 22:40:14.917,3452.250,80.392,,32.120,103.000,28.000,2.344,-3.906,22.500,126.000,33.333,1.001,13.574,93.000,3971.000,,71.373,30.588,45.882,38.824,18.431,786.000,786.000,100.000
1781984417878,2026-06-20 22:40:17.878,3468.750,91.373,,37.510,103.000,28.000,3.906,-3.906,16.500,127.000,40.392,1.001,13.593,93.000,3974.000,,77.647,30.980,45.882,40.000,21.176,787.900,787.900,100.000
1781984420730,2026-06-20 22:40:20.730,3524.000,90.196,,39.260,103.000,28.000,3.906,-3.906,17.000,129.000,42.745,1.001,13.593,93.000,3977.000,,81.176,32.549,47.451,42.745,23.922,794.500,794.500,100.000
1781984423661,2026-06-20 22:40:23.661,3567.750,96.471,,44.540,103.000,28.000,0.000,-3.906,15.000,130.000,48.627,1.031,13.593,93.000,3980.000,,87.843,34.902,49.412,44.706,25.490,801.500,801.500,0.000
1781984426606,2026-06-20 22:40:26.606,3615.500,96.078,,43.510,104.000,28.000,0.000,-3.906,13.500,134.000,47.451,1.063,13.593,93.000,3983.000,,87.451,35.294,49.804,47.059,27.059,811.400,811.400,0.000
1781984429449,2026-06-20 22:40:29.449,3647.500,89.412,,38.650,104.000,28.000,0.000,-3.906,19.000,133.000,32.157,1.000,13.593,93.000,3985.000,,65.490,24.706,40.000,29.804,10.588,812.300,812.300,0.000
1781984432381,2026-06-20 22:40:32.381,3612.500,58.824,,22.040,104.000,28.000,-3.125,-3.906,33.500,132.000,29.412,1.001,13.613,93.000,3988.000,,65.098,27.059,44.314,36.863,17.647,801.400,801.400,73.725
1781984435314,2026-06-20 22:40:35.314,3557.750,82.353,,34.870,104.000,28.000,-3.125,-3.906,20.000,132.000,36.078,1.001,13.593,93.000,3991.000,,70.980,27.843,43.137,34.510,15.686,796.500,794.600,100.000
1781984438213,2026-06-20 22:40:38.213,3581.250,79.608,,31.040,104.000,28.000,-3.125,-3.906,28.000,131.000,29.412,1.001,13.593,93.000,3994.000,,56.078,16.078,31.765,22.745,3.529,788.700,788.700,0.000
1781984441070,2026-06-20 22:40:41.070,3424.000,28.235,,6.920,104.000,28.000,2.344,-8.594,25.000,128.000,23.529,1.001,13.613,93.000,3997.000,,60.000,22.353,37.255,25.882,6.667,773.300,773.300,60.784
1781984443919,2026-06-20 22:40:43.919,3389.750,41.176,,12.450,103.000,28.000,3.906,-6.250,39.000,124.000,26.275,1.001,13.574,93.000,4000.000,,62.745,23.922,38.824,27.451,8.235,756.200,756.200,94.902
1781984446807,2026-06-20 22:40:46.807,3321.000,52.157,,16.230,103.000,28.000,-0.781,-4.688,35.500,122.000,27.451,1.001,13.593,93.000,4003.000,,61.961,23.137,38.824,27.451,8.627,746.500,742.200,100.000
1781984449795,2026-06-20 22:40:49.795,3271.750,56.863,,25.890,103.000,28.000,-0.781,-3.906,32.000,120.000,28.627,1.001,13.593,93.000,4006.000,,65.490,25.098,40.000,28.627,8.627,736.600,736.600,85.882
1781984452654,2026-06-20 22:40:52.654,3207.750,49.804,,11.500,102.000,28.000,3.125,-6.250,34.500,117.000,28.627,1.001,13.574,93.000,4008.000,,62.353,23.137,38.824,27.451,8.627,728.000,728.000,100.000
1781984455511,2026-06-20 22:40:55.511,3119.500,56.863,,16.590,102.000,28.000,-1.563,-4.688,35.500,114.000,29.020,1.001,13.574,93.000,4011.000,,67.451,26.275,41.176,30.980,12.157,722.000,722.000,100.000
1781984458408,2026-06-20 22:40:58.408,3067.750,80.000,,25.290,102.000,28.000,2.344,-3.906,25.000,112.000,31.765,1.001,13.574,93.000,4014.000,,68.235,27.451,43.529,36.471,18.431,723.500,726.700,100.000
1781984461256,2026-06-20 22:41:01.256,3088.250,97.647,,35.570,102.000,28.000,3.125,-3.906,12.500,114.000,46.667,1.001,13.593,93.000,4017.000,,86.275,35.294,50.196,47.059,27.843,738.200,738.200,100.000
1781984464214,2026-06-20 22:41:04.214,3180.250,96.471,,37.810,102.000,28.000,-1.563,-3.906,12.500,117.000,47.451,1.001,13.593,93.000,4020.000,,87.843,36.078,52.941,55.686,38.039,759.000,759.000,100.000
1781984467212,2026-06-20 22:41:07.212,3268.750,98.824,,40.370,103.000,28.000,-0.781,-3.906,12.500,120.000,56.863,1.001,13.574,93.000,4023.000,,98.431,40.784,55.686,56.863,37.647,779.300,779.300,100.000
1781984470287,2026-06-20 22:41:10.287,3360.000,98.824,,40.530,103.000,28.000,0.000,-3.906,12.500,123.000,56.863,1.070,13.574,93.000,4025.000,,98.824,40.784,55.686,56.863,38.039,795.200,795.200,0.000
1781984473218,2026-06-20 22:41:13.218,3421.000,100.000,,43.370,103.000,28.000,0.000,-3.906,13.000,126.000,49.804,1.068,13.574,93.000,4028.000,,88.627,36.078,51.373,49.412,30.588,806.800,806.800,0.000
1781984476135,2026-06-20 22:41:16.135,3446.000,98.431,,41.320,103.000,28.000,0.000,-3.906,13.000,126.000,49.020,1.061,13.593,93.000,4031.000,,89.412,36.078,51.373,49.020,29.804,811.500,811.500,0.000
1781984479125,2026-06-20 22:41:19.125,3468.750,98.039,,42.260,103.000,28.000,0.000,-3.906,14.000,127.000,33.333,1.000,13.593,93.000,4034.000,,56.078,16.078,31.765,22.745,3.529,812.500,812.500,0.000
1781984482409,2026-06-20 22:41:22.409,3392.750,28.235,,6.890,104.000,28.000,-1.563,-8.594,25.000,126.000,22.353,1.001,13.632,93.000,4037.000,,55.686,18.431,34.510,25.490,12.549,799.100,799.100,0.000
1781984485293,2026-06-20 22:41:25.293,3557.750,89.804,,37.890,103.000,28.000,0.000,-3.906,16.000,124.000,36.863,1.068,13.574,93.000,4040.000,,74.118,29.412,44.314,37.255,17.255,792.400,792.400,0.000
1781984488163,2026-06-20 22:41:28.163,3446.000,89.020,,37.480,103.000,28.000,0.000,-3.906,16.000,127.000,38.824,1.061,13.574,93.000,4043.000,,75.686,29.804,45.098,38.431,19.216,791.500,791.500,0.000
1781984491089,2026-06-20 22:41:31.089,3449.000,29.412,,6.920,103.000,28.000,0.000,-8.594,25.000,129.000,22.353,1.002,13.613,93.000,4046.000,,55.686,16.078,31.765,22.353,3.529,781.700,781.700,0.000
1781984494023,2026-06-20 22:41:34.023,3329.500,29.020,,6.700,103.000,28.000,2.344,-8.594,25.000,123.000,22.353,1.001,13.613,93.000,4049.000,,55.686,16.078,31.765,22.353,3.137,771.400,766.000,0.000
