timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1782734665566,2026-06-29 15:04:25.566,881.250,61.961,,4.390,96.000,63.000,-10.156,-10.156,2.000,0.000,21.176,1.001,13.378,90.000,41.000,,54.118,16.078,31.765,21.176,1.961,196.700,91.000,0.000
1782734668727,2026-06-29 15:04:28.727,896.750,60.784,,4.430,97.000,62.000,-10.156,-10.156,2.500,0.000,21.176,1.001,13.378,90.000,44.000,,54.118,16.078,31.765,21.176,1.961,208.500,93.800,0.000
1782734671903,2026-06-29 15:04:31.903,909.250,59.608,,4.420,98.000,62.000,-12.500,-10.156,4.500,0.000,21.176,1.001,13.378,90.000,47.000,,54.118,16.078,31.765,21.176,1.961,219.700,96.800,0.000
1782734674716,2026-06-29 15:04:34.716,901.500,60.000,,4.480,98.000,62.000,-10.156,-10.156,3.000,0.000,21.176,1.001,13.378,90.000,50.000,,54.118,16.078,31.765,21.176,1.961,230.400,100.200,0.000
1782734677532,2026-06-29 15:04:37.532,899.000,60.000,,4.480,98.000,62.000,-10.156,-10.156,3.000,0.000,21.176,1.001,13.378,90.000,53.000,,54.118,16.078,31.765,21.176,1.961,237.300,102.600,0.000
1782734680304,2026-06-29 15:04:40.304,900.750,60.392,,4.450,99.000,62.000,-10.156,-10.156,3.000,0.000,21.176,1.001,13.378,90.000,56.000,,54.118,16.078,31.765,21.176,1.961,247.200,106.500,0.000
1782734683142,2026-06-29 15:04:43.142,910.000,59.608,,4.450,100.000,62.000,-9.375,-10.156,3.500,0.000,21.176,1.001,13.378,90.000,58.000,,54.118,16.078,31.765,21.176,1.961,256.600,110.600,0.000
1782734685926,2026-06-29 15:04:45.926,911.500,59.608,,4.480,100.000,62.000,-8.594,-10.156,3.000,0.000,21.176,1.001,13.378,90.000,61.000,,54.118,16.078,31.765,21.176,1.961,262.600,113.500,0.000
1782734688987,2026-06-29 15:04:48.987,900.750,60.000,,4.430,100.000,62.000,-8.594,-10.156,3.000,0.000,21.176,1.001,13.398,90.000,64.000,,54.118,16.078,31.765,21.176,1.961,271.300,118.100,0.000
1782734691871,2026-06-29 15:04:51.871,916.250,59.608,,4.450,101.000,62.000,-7.813,-10.156,3.000,0.000,21.176,1.001,13.359,90.000,67.000,,54.118,16.078,31.765,21.176,1.961,279.500,122.900,0.000
1782734694694,2026-06-29 15:04:54.694,909.250,59.608,,4.420,101.000,62.000,-7.031,-10.156,3.000,0.000,21.176,1.001,13.359,90.000,70.000,,53.725,16.078,31.765,21.176,1.961,287.300,127.900,0.000
