timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1781461072925,2026-06-14 21:17:52.925,696.000,36.078,,1.790,100.000,39.000,6.250,-7.813,8.500,,,,,,,,,,,,,,,
1781461073985,2026-06-14 21:17:53.985,700.750,36.471,,1.840,100.000,39.000,3.125,-7.813,10.000,,,,,,,,,,,,,,,
1781461075020,2026-06-14 21:17:55.020,707.750,36.471,,1.810,100.000,39.000,6.250,-7.813,9.000,,,,,,,,,,,,,,,
1781461076036,2026-06-14 21:17:56.036,707.750,36.078,,1.810,100.000,39.000,7.031,-7.813,10.000,,,,,,,,,,,,,,,
1781461077115,2026-06-14 21:17:57.115,685.000,36.471,,1.820,100.000,39.000,2.344,-7.813,11.500,,,,,,,,,,,,,,,
1781461078160,2026-06-14 21:17:58.160,709.250,36.471,,1.820,100.000,39.000,5.469,-7.813,9.500,,,,,,,,,,,,,,,
1781461079278,2026-06-14 21:17:59.278,694.500,36.471,,1.790,100.000,39.000,6.250,-7.813,9.000,,,,,,,,,,,,,,,
1781461080402,2026-06-14 21:18:00.402,686.500,36.471,,1.840,100.000,39.000,4.688,-7.813,11.500,,,,,,,,,,,,,,,
1781461081539,2026-06-14 21:18:01.539,703.000,36.471,,1.870,100.000,39.000,5.469,-7.813,8.500,,,,,,,,,,,,,,,
1781461082788,2026-06-14 21:18:02.788,686.500,36.471,,1.820,100.000,39.000,3.906,-7.813,10.000,,,,,,,,,,,,,,,
