timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1782589349770,2026-06-27 22:42:29.770,723.250,52.549,,3.060,84.000,41.000,1.563,-9.375,3.000,0.000,19.608,1.001,13.496,92.000,55.000,,52.157,16.078,31.765,19.608,0.784,217.400,85.200,0.000
1782589352900,2026-06-27 22:42:32.900,707.000,52.157,,3.040,85.000,41.000,0.781,-9.375,4.000,0.000,19.608,1.001,13.496,92.000,58.000,,52.157,16.078,31.765,19.608,0.392,224.100,87.800,0.000
1782589355872,2026-06-27 22:42:35.872,702.250,52.549,,3.040,85.000,41.000,0.000,-9.375,3.500,0.000,19.608,1.001,13.496,92.000,61.000,,52.157,16.078,31.765,19.608,0.392,230.600,90.600,0.000
1782589358793,2026-06-27 22:42:38.793,706.250,52.549,,3.040,85.000,41.000,-0.781,-9.375,3.500,0.000,19.608,1.001,13.496,92.000,64.000,,52.157,16.078,31.765,19.608,0.784,234.900,93.500,0.000
1782589361769,2026-06-27 22:42:41.769,707.750,52.549,,3.040,85.000,41.000,2.344,-9.375,3.000,0.000,19.608,1.001,13.496,92.000,67.000,,52.157,16.078,31.765,19.608,0.392,241.100,95.500,0.000
1782589364571,2026-06-27 22:42:44.571,704.500,52.941,,3.010,86.000,41.000,1.563,-9.375,3.000,0.000,19.608,1.001,13.515,92.000,70.000,,52.157,16.078,31.765,19.608,0.392,247.100,98.600,0.000
1782589367512,2026-06-27 22:42:47.512,702.250,52.941,,3.060,86.000,41.000,0.781,-9.375,2.000,0.000,19.608,1.001,13.496,92.000,73.000,,52.157,16.078,31.765,19.608,0.392,252.900,101.900,0.000
1782589370430,2026-06-27 22:42:50.430,699.000,52.941,,3.040,86.000,41.000,0.000,-9.375,3.500,0.000,19.608,1.001,13.515,92.000,76.000,,52.157,16.078,31.765,19.608,0.392,256.700,105.300,0.000
1782589373291,2026-06-27 22:42:53.291,695.250,52.941,,3.040,86.000,41.000,0.000,-9.375,2.500,0.000,19.608,1.001,13.496,92.000,79.000,,52.157,16.078,31.765,19.608,0.392,262.300,107.600,0.000
1782589376168,2026-06-27 22:42:56.168,705.250,52.549,,3.060,86.000,41.000,-0.781,-9.375,3.000,0.000,19.608,1.001,13.515,92.000,81.000,,52.157,16.078,31.765,19.608,0.784,267.600,111.200,0.000
1782589379067,2026-06-27 22:42:59.067,719.500,52.157,,3.040,86.000,41.000,-2.344,-9.375,4.000,0.000,19.608,1.001,13.515,92.000,84.000,,52.157,16.078,31.765,19.608,0.784,272.800,114.900,0.000
1782589382046,2026-06-27 22:43:02.046,710.750,52.549,,3.060,87.000,41.000,-0.781,-9.375,3.000,0.000,19.608,1.001,13.496,92.000,87.000,,52.157,16.078,31.765,19.608,0.784,277.800,118.700,0.000
1782589385057,2026-06-27 22:43:05.057,713.250,52.549,,3.000,87.000,41.000,1.563,-9.375,3.500,0.000,19.608,1.001,13.515,92.000,90.000,,52.157,16.078,31.765,19.608,0.392,281.000,122.600,0.000
1782589387927,2026-06-27 22:43:07.927,709.250,52.157,,3.010,87.000,41.000,0.781,-9.375,4.000,0.000,19.608,1.001,13.496,92.000,93.000,,52.157,16.078,31.765,19.608,0.392,285.700,125.200,0.000
1782589391035,2026-06-27 22:43:11.035,688.250,52.941,,3.000,88.000,41.000,0.781,-9.375,4.500,0.000,19.608,1.001,13.476,92.000,96.000,,52.157,16.078,31.765,19.608,0.784,290.300,129.200,0.000
1782589393958,2026-06-27 22:43:13.958,687.500,54.902,,3.150,88.000,41.000,1.563,-9.375,0.000,0.000,19.608,1.001,13.515,92.000,99.000,,52.157,16.078,31.765,19.608,0.784,294.800,133.300,0.000
1782589396936,2026-06-27 22:43:16.936,703.000,52.549,,3.010,88.000,41.000,-1.563,-9.375,4.000,0.000,19.608,1.001,13.496,92.000,102.000,,52.157,16.078,31.765,19.608,0.392,299.100,137.600,0.000
1782589399772,2026-06-27 22:43:19.772,703.000,52.157,,3.010,88.000,41.000,1.563,-9.375,3.500,0.000,19.608,1.001,13.496,92.000,105.000,,52.157,16.078,31.765,19.608,0.392,303.200,141.800,0.000
1782589402889,2026-06-27 22:43:22.889,698.250,52.549,,3.010,89.000,41.000,1.563,-9.375,4.000,0.000,19.608,1.001,13.476,92.000,108.000,,52.157,16.078,31.765,19.608,0.392,305.800,146.000,0.000
1782589405795,2026-06-27 22:43:25.795,734.250,56.863,,4.260,89.000,41.000,3.125,-9.375,-8.500,0.000,20.392,1.001,13.437,92.000,111.000,,53.333,16.078,31.765,20.392,1.569,310.300,149.400,0.000
1782589408599,2026-06-27 22:43:28.599,726.500,63.529,,4.030,89.000,41.000,-0.781,-9.375,5.000,0.000,20.392,1.001,13.457,92.000,113.000,,53.333,16.078,31.765,20.784,1.569,315.200,155.100,3.529
1782589411518,2026-06-27 22:43:31.518,706.250,65.882,,4.180,89.000,41.000,1.563,-9.375,2.000,0.000,20.784,1.001,13.437,92.000,116.000,,53.333,16.078,31.765,20.784,2.353,320.300,161.300,0.000
1782589414427,2026-06-27 22:43:34.427,937.500,62.353,,4.250,90.000,41.000,2.344,-9.375,5.500,6.000,20.784,1.001,13.457,92.000,119.000,,53.333,16.078,34.902,21.176,2.353,323.900,168.000,0.000
1782589417493,2026-06-27 22:43:37.493,935.000,63.137,,4.340,90.000,41.000,3.906,-9.375,12.500,7.000,21.176,1.001,13.437,92.000,122.000,,53.333,16.078,31.765,20.784,1.569,329.400,175.100,3.529
1782589420343,2026-06-27 22:43:40.343,837.500,58.824,,4.200,90.000,41.000,-2.344,-9.375,3.500,6.000,20.784,1.001,13.437,92.000,125.000,,53.333,16.078,32.157,20.784,1.569,334.400,179.600,4.706
1782589423342,2026-06-27 22:43:43.342,810.000,60.000,,4.480,91.000,41.000,-2.344,-10.156,7.000,8.000,21.176,1.001,13.457,92.000,128.000,,53.333,20.000,35.294,21.176,2.353,339.800,187.100,0.000
1782589426225,2026-06-27 22:43:46.225,957.750,69.412,,8.030,91.000,41.000,-2.344,-10.156,14.000,7.000,23.922,1.001,13.476,92.000,131.000,,57.255,22.353,37.647,21.961,3.137,350.700,200.000,3.922
1782589429169,2026-06-27 22:43:49.169,1403.750,61.569,,8.730,91.000,41.000,0.781,-10.156,23.000,11.000,21.569,1.001,13.476,92.000,134.000,,57.255,20.000,35.294,21.961,4.314,364.600,216.600,6.667
1782589432173,2026-06-27 22:43:52.173,1560.000,54.118,,5.140,92.000,41.000,3.906,-9.375,12.500,14.000,20.392,1.001,13.515,92.000,136.000,,53.333,16.078,31.765,20.784,1.569,370.400,227.700,7.451
1782589435036,2026-06-27 22:43:55.036,925.750,54.902,,4.200,93.000,41.000,-1.563,-9.375,6.000,12.000,20.784,1.001,13.437,92.000,139.000,,53.333,16.078,31.765,20.784,1.569,375.500,233.200,8.627
1782589437969,2026-06-27 22:43:57.969,917.000,54.510,,4.180,93.000,41.000,1.563,-9.375,4.000,9.000,20.784,1.001,13.457,92.000,142.000,,53.333,16.078,31.765,20.784,1.569,378.900,240.200,9.412
1782589440794,2026-06-27 22:44:00.794,870.250,56.078,,4.210,94.000,41.000,2.344,-9.375,6.000,7.000,20.784,1.001,13.437,92.000,145.000,,54.118,21.176,36.471,22.353,3.529,382.200,247.300,19.608
1782589443672,2026-06-27 22:44:03.672,1150.750,69.020,,7.060,94.000,41.000,3.125,-10.156,17.500,7.000,23.137,1.001,13.476,92.000,148.000,,56.078,22.745,33.725,20.392,1.569,387.500,259.600,14.118
1782589446621,2026-06-27 22:44:06.621,1185.000,45.098,,4.150,94.000,41.000,3.125,-9.375,11.000,11.000,20.392,1.001,13.457,92.000,151.000,,53.333,16.078,31.765,20.392,1.569,393.000,265.700,14.902
1782589449481,2026-06-27 22:44:09.481,932.750,52.941,,5.710,95.000,41.000,0.000,-10.156,16.500,8.000,23.137,1.001,13.476,92.000,154.000,,53.333,19.216,34.510,20.784,1.569,397.900,275.200,18.824
1782589452514,2026-06-27 22:44:12.514,1097.500,55.686,,5.040,95.000,42.000,0.000,-10.156,19.500,10.000,23.529,1.001,13.476,92.000,157.000,,55.294,22.353,36.863,22.353,3.137,403.800,286.200,21.176
1782589455350,2026-06-27 22:44:15.350,1367.750,47.059,,4.850,95.000,42.000,-1.563,-10.156,20.000,12.000,22.353,1.001,13.496,92.000,159.000,,56.078,21.176,36.078,21.961,1.961,409.800,297.500,20.000
1782589458222,2026-06-27 22:44:18.222,1267.750,47.059,,5.090,96.000,41.000,0.000,-9.375,14.500,13.000,21.176,1.001,13.457,92.000,162.000,,54.118,16.078,31.765,21.176,2.353,412.800,303.900,19.216
1782589461052,2026-06-27 22:44:21.052,1078.750,53.725,,4.960,96.000,42.000,2.344,-9.375,6.500,11.000,21.176,1.001,13.457,92.000,165.000,,54.118,16.078,33.333,21.176,2.353,416.100,312.100,19.608
1782589463914,2026-06-27 22:44:23.914,1057.000,54.902,,4.960,96.000,42.000,0.781,-9.375,4.500,9.000,21.176,1.001,13.457,92.000,168.000,,54.118,16.078,31.765,21.176,2.353,418.800,319.600,19.608
1782589466786,2026-06-27 22:44:26.786,1043.750,56.078,,5.030,97.000,42.000,-1.563,-9.375,7.000,8.000,20.784,1.001,13.476,92.000,171.000,,54.510,22.745,38.039,21.176,2.353,419.900,325.800,15.294
1782589469736,2026-06-27 22:44:29.736,1142.750,39.608,,2.530,98.000,42.000,-0.781,-9.375,13.500,9.000,19.216,1.001,13.417,92.000,173.000,,51.765,16.078,31.765,19.216,0.392,421.200,328.900,11.765
1782589472692,2026-06-27 22:44:32.692,839.000,53.725,,5.040,98.000,42.000,0.781,-9.375,-2.500,7.000,21.569,1.001,13.437,92.000,176.000,,54.510,20.000,35.294,21.961,2.745,422.400,333.500,27.843
1782589475543,2026-06-27 22:44:35.543,1215.500,69.804,,6.920,98.000,42.000,-5.469,-9.375,19.500,9.000,21.176,1.001,13.457,92.000,179.000,,54.118,16.078,31.765,21.176,2.353,426.600,342.700,19.608
1782589478456,2026-06-27 22:44:38.456,1135.000,51.765,,4.980,98.000,42.000,1.563,-9.375,7.500,10.000,21.176,1.001,13.457,92.000,182.000,,54.118,16.078,31.765,21.176,2.353,429.200,349.800,19.216
1782589481250,2026-06-27 22:44:41.250,1062.500,54.510,,4.920,99.000,42.000,-0.781,-9.375,7.500,8.000,21.176,1.001,13.437,92.000,185.000,,54.118,16.078,31.765,21.176,2.353,430.500,353.900,20.000
1782589484168,2026-06-27 22:44:44.168,942.750,61.569,,5.090,99.000,42.000,-2.344,-9.375,-2.500,7.000,21.176,1.001,13.437,92.000,188.000,,54.118,16.078,31.765,21.176,2.353,432.500,360.000,20.000
1782589487118,2026-06-27 22:44:47.118,1004.500,58.431,,5.030,100.000,42.000,0.781,-9.375,0.500,9.000,21.176,1.001,13.437,92.000,191.000,,51.765,16.078,31.765,19.216,0.000,434.200,365.500,10.588
1782589490081,2026-06-27 22:44:50.081,678.750,48.627,,2.680,100.000,42.000,4.688,-9.375,9.500,5.000,19.216,1.001,13.359,92.000,194.000,,51.765,25.490,39.608,20.000,0.784,435.000,368.900,15.686
1782589493057,2026-06-27 22:44:53.057,915.500,49.412,,7.420,100.000,42.000,-0.781,-10.156,18.000,6.000,21.961,1.001,13.457,92.000,196.000,,54.118,16.078,31.765,21.176,2.353,437.000,375.700,19.608
1782589495892,2026-06-27 22:44:55.892,1017.000,56.471,,4.960,100.000,42.000,3.906,-9.375,8.000,9.000,24.314,1.001,13.457,92.000,199.000,,56.471,23.529,39.216,24.314,5.098,440.800,381.000,32.941
1782589498829,2026-06-27 22:44:58.829,1571.750,62.745,,9.210,100.000,42.000,3.125,-10.156,24.500,14.000,23.922,1.001,13.496,92.000,202.000,,58.431,22.745,38.824,24.706,5.882,450.000,395.300,34.902
1782589501719,2026-06-27 22:45:01.719,1396.000,73.333,,9.460,101.000,41.000,3.906,-10.156,15.000,18.000,22.353,1.001,13.496,92.000,205.000,,58.431,22.353,38.039,24.314,4.314,460.700,411.000,63.922
