timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1782732554552,2026-06-29 14:29:14.552,1194.500,50.980,,12.180,111.000,50.000,0.000,-10.156,24.500,65.000,21.176,1.000,13.476,92.000,577.000,,55.686,19.608,34.902,22.745,3.529,661.700,661.700,58.431
1782732557445,2026-06-29 14:29:17.445,1781.250,47.059,,6.930,111.000,50.000,3.125,-10.156,27.500,63.000,23.529,1.001,13.437,92.000,580.000,,54.118,17.255,32.157,21.176,3.137,652.000,652.000,0.000
1782732560320,2026-06-29 14:29:20.320,1707.750,45.490,,8.450,111.000,50.000,5.469,-5.469,25.500,62.000,21.176,1.000,13.476,92.000,583.000,,54.510,19.608,35.294,23.529,4.706,642.500,642.500,100.000
