timestamp_ms,datetime,ENGINE_RPM,ENGINE_LOAD,INTAKE_MANIFOLD_PRESSURE,MASS_AIR_FLOW,COOLANT_TEMPERATURE,INTAKE_AIR_TEMP,SHORT_TERM_FUEL_TRIM_BANK_1,LONG_TERM_FUEL_TRIM_BANK_1,TIMING_ADVANCE,VEHICLE_SPEED,THROTTLE,FUEL_AIR_COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,ABSOLUTE_BAROMETRIC_PRESSURE,ENGINE_RUN_TIME,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,RELATIVE_THROTTLE_POSITION,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,COMMANDED_EVAPORATIVE_PURGE
1782588149618,2026-06-27 22:22:29.618,0.000,0.000,,0.200,28.000,28.000,0.000,-10.156,5.000,0.000,18.431,1.637,12.070,92.000,0.000,,50.980,16.078,31.765,20.392,0.000,470.500,470.500,0.000
1782588152462,2026-06-27 22:22:32.462,0.000,0.000,,0.200,28.000,28.000,0.000,-10.156,5.000,0.000,20.392,1.637,10.546,92.000,0.000,,54.902,16.078,31.765,21.961,2.745,470.500,470.500,0.000
1782588155351,2026-06-27 22:22:35.351,1665.500,41.569,,5.680,28.000,28.000,0.000,-10.156,16.500,0.000,21.961,1.172,13.632,92.000,3.000,,54.902,16.078,31.765,21.961,2.745,36.700,28.700,0.000
1782588158172,2026-06-27 22:22:38.172,1567.000,43.137,,5.530,28.000,29.000,0.000,-10.156,10.000,0.000,21.961,1.131,13.652,92.000,5.000,,55.294,16.078,31.765,21.961,3.137,57.700,29.200,0.000
1782588161051,2026-06-27 22:22:41.051,1453.750,48.235,,5.900,29.000,29.000,0.000,-10.156,4.000,0.000,21.961,1.102,13.671,92.000,8.000,,54.902,16.078,31.765,21.961,2.745,82.600,30.400,0.000
1782588163906,2026-06-27 22:22:43.906,1346.000,50.588,,5.890,30.000,30.000,0.000,-10.156,2.500,0.000,21.961,1.084,13.671,92.000,11.000,,55.294,16.078,31.765,21.961,3.137,99.500,31.600,0.000
1782588166795,2026-06-27 22:22:46.795,1336.500,52.157,,6.010,30.000,30.000,0.000,-10.156,2.000,0.000,22.353,1.066,13.691,92.000,14.000,,55.294,16.078,31.765,22.353,3.137,124.800,34.000,0.000
1782588169593,2026-06-27 22:22:49.593,1336.500,52.549,,6.040,31.000,30.000,0.000,-10.156,2.000,0.000,21.961,1.055,13.691,92.000,17.000,,55.294,16.078,31.765,21.961,3.137,149.200,37.300,0.000
1782588172508,2026-06-27 22:22:52.508,1313.250,52.157,,5.850,32.000,30.000,-2.344,-10.156,2.500,0.000,21.961,1.001,13.691,92.000,20.000,,54.902,16.078,31.765,21.961,2.745,171.400,41.200,0.000
1782588175372,2026-06-27 22:22:55.372,1265.500,51.765,,5.570,33.000,30.000,-1.563,-10.156,3.000,0.000,21.569,1.001,13.710,92.000,22.000,,54.510,16.078,31.765,21.569,2.353,184.700,44.000,0.000
1782588178237,2026-06-27 22:22:58.237,1188.250,51.373,,5.210,34.000,30.000,-2.344,-10.156,1.000,0.000,21.569,1.001,13.691,92.000,25.000,,54.118,16.078,31.765,21.569,2.353,201.900,48.400,0.000
1782588181064,2026-06-27 22:23:01.064,1140.500,51.765,,5.140,35.000,31.000,-3.906,-10.156,1.500,0.000,21.569,1.001,13.691,92.000,28.000,,54.118,16.078,31.765,21.569,2.353,217.200,53.200,0.000
1782588183973,2026-06-27 22:23:03.973,1117.000,52.157,,5.040,35.000,31.000,-3.906,-10.156,0.500,0.000,21.176,1.001,13.710,92.000,31.000,,54.118,16.078,31.765,21.176,2.353,226.600,58.300,0.000
1782588186879,2026-06-27 22:23:06.879,1134.250,51.373,,4.840,36.000,31.000,-4.688,-10.156,1.000,0.000,21.176,1.001,13.691,92.000,34.000,,54.118,16.078,31.765,21.176,1.961,239.300,61.700,0.000
1782588189733,2026-06-27 22:23:09.733,1115.500,50.980,,4.780,36.000,31.000,-3.125,-10.156,1.000,0.000,21.176,1.001,13.691,92.000,36.000,,53.725,16.078,31.765,21.176,1.961,250.800,67.100,0.000
1782588192657,2026-06-27 22:23:12.657,1104.500,50.588,,4.670,38.000,31.000,-2.344,-10.156,1.500,0.000,20.784,1.001,13.710,92.000,39.000,,53.725,16.078,31.765,20.784,1.961,261.100,72.500,0.000
1782588195517,2026-06-27 22:23:15.517,1080.250,49.804,,4.540,38.000,31.000,-4.688,-10.156,2.500,0.000,20.784,1.001,13.710,92.000,42.000,,53.725,16.078,31.765,20.784,1.961,267.400,78.000,0.000
1782588198431,2026-06-27 22:23:18.431,1100.000,49.412,,4.420,39.000,31.000,-5.469,-10.156,3.000,0.000,20.784,1.001,13.710,92.000,45.000,,53.333,16.078,31.765,20.784,1.569,276.000,81.700,0.000
1782588201288,2026-06-27 22:23:21.288,1082.000,49.412,,4.370,40.000,31.000,-3.906,-10.156,2.000,0.000,20.784,1.001,13.710,92.000,48.000,,53.333,16.078,31.765,20.784,1.569,283.900,87.400,0.000
1782588204171,2026-06-27 22:23:24.171,1053.000,49.020,,4.250,40.000,31.000,-3.906,-10.156,2.000,0.000,20.784,1.001,13.710,92.000,51.000,,53.333,16.078,31.765,20.784,1.569,291.000,93.000,0.000
